genotype_confirmation,physical_id,mouseline,birthdate,deathdate,gender,genotype,phenotype,project_title,purpose,sacrificer,comment
Confirmed,P1-1,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-2,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-3,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-4,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-5,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-6,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-7,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-8,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
Confirmed,P1-9,Krt5/Gli1/Gli2,29/3/2018,30/3/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for P1 skin
On Hold,4883B06,Lgr5/TetO-Neu,19/1/2017,2/4/2018,Female,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",Non-DOX Control / 2 Apr'18: Harvested Liver and S.I. Freeze down Liver
On Hold,4883B07,Lgr5/TetO-Neu,19/1/2017,2/4/2018,Female,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",Non-DOX Control / 2 Apr'18: Harvested Liver and S.I. Freeze down Liver
On Hold,4520D01,Lgr5/Kai/TOMATO,31/3/2017,2/4/2018,Male,"Lgr5(T/+), Kai(+/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",20-27 April 2017: 7 Days on DOX Feed. / To be harvested at 1 year old / 2 Apr'18: Harvested Liver and S.I for IHC
On Hold,4520D03,Lgr5/Kai/TOMATO,31/3/2017,2/4/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",20-27 April 2017: 7 Days on DOX Feed. / To be harvested at 1 year old / 2 Apr'18: Harvested Liver and S.I for IHC
On Hold,4520D05,Lgr5/Kai/TOMATO,31/3/2017,2/4/2018,Male,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",20-27 April 2017: 7 Days on DOX Feed. / To be harvested at 1 year old / 2 Apr'18: Harvested Liver and S.I for IHC
On Hold,6669B01,Lgr5/TetO-Neu,14/7/2017,2/4/2018,Male,"Lgr5(+/+), TetONeu(+/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",On DOX since 4 Aug'17 / 2 Apr'18: Harvested Liver and S.I. Freeze down Liver
On Hold,6669B03,Lgr5/TetO-Neu,14/7/2017,2/4/2018,Male,"Lgr5(+/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Alex, Shih Han",On DOX since 4 Aug'17 / 2 Apr'18: Harvested Liver and S.I. Freeze down Liver
Confirmed,0549C09,Krt5,28/2/2018,4/4/2018,Male,"Krt5(+/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,4 April'18: Harvested Skin for IHC
Confirmed,0549C10,Krt5,28/2/2018,4/4/2018,Male,"Krt5(+/+), Gli1(+/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,4 April'18: Harvested Skin for IHC
Confirmed,0549C17,Krt5,28/2/2018,4/4/2018,Female,"Krt5(+/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,4 April'18: Harvested Skin for IHC
On Hold,6669C04,Lgr5/TetO-Neu,8/8/2017,19/4/2018,Female,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,Alex,"28 Aug'17: On DOX Harvestes Liver in PFA, Frozen liver tumour and normal tissues Harvestes Liver in PFA, Frozen liver tumour and normal tissues"
On Hold,7601D06,Lgr5-rttA-GFP,31/12/2017,12/4/2018,Female,Lgr5(T/+),N/A,Liver Tumor Project,,Alex,"Founder #28 / 9 Apr '18 Injected with 2ul/g CCl4 / 12 Apr Harvest Liver and SI for PFA fixation, Liver for freezing. CCl4 3 days"
On Hold,7601D07,Lgr5-rttA-GFP,31/12/2017,16/4/2018,Female,Lgr5(T/+),N/A,Liver Tumor Project,,Alex,Founder #28 / 9 Apr '18 CCl4 inj. 2ul/gram
Confirmed,0735A02,Krt5/Mcl-1,03-11-2018,16/4/2018,Female,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735A03,Krt5/Mcl-1,03-11-2018,16/4/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735A04,Krt5/Mcl-1,03-11-2018,16/4/2018,Female,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735A05,Krt5/Mcl-1,03-11-2018,16/4/2018,Female,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735B07,Krt5/Mcl-1,03-14-2018,16/4/2018,Male,"Krt5(+/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735B11,Krt5/Mcl-1,03-14-2018,16/4/2018,Female,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735B12,Krt5/Mcl-1,03-14-2018,16/4/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
Confirmed,0735B13,Krt5/Mcl-1,03-14-2018,16/4/2018,Female,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvested by HSC
On Hold,6658C17,Lgr5-rttA-GFP,6/1/2018,19/4/2018,Female,Lgr5(T/+),N/A,Liver Tumor Project,,Alex,"Founder #28 / Inc. CCl4 2ul/g on 9 Apr '18, harvest at 10 days"
No Tail,8871A07,Krt5/Mcl-1,7/2/2018,10/4/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,28 Feb'18: Slightly smaller
No Tail,8871A09,Krt5/Mcl-1,7/2/2018,10/4/2018,Female,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,28 Feb'18: Slightly smaller with Pale Palm
No Tail,8871A10,Krt5/Mcl-1,7/2/2018,10/4/2018,Female,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,28 Feb'18: Slightly smaller
No Tail,0559A01,Lgr5-rttA-GFP,9/2/2018,9/4/2018,Male,Lgr5(+/+),N/A,Liver Tumor Project,,Alex,Founder #28 / Reserved for HSC / 9 Apr'18: Harvested for FACS
No Tail,0559A02,Lgr5-rttA-GFP,9/2/2018,9/4/2018,Male,Lgr5(+/+),N/A,Liver Tumor Project,,Alex,Founder #28 / Reserved for HSC / 9 Apr'18: Harvested for FACS
No Tail,0559A03,Lgr5-rttA-GFP,9/2/2018,9/4/2018,Male,Lgr5(+/+),N/A,Liver Tumor Project,,Alex,Founder #28 / Reserved for HSC / 9 Apr'18: Harvested for FACS
No Tail,0977A07,Krt5/Mcl-1,6/3/2018,10/4/2018,Female,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,26 Mar'18: Shaved
No Tail,0977A08,Krt5/Mcl-1,6/3/2018,10/4/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,26 Mar'18: Shaved
No Tail,0977A09,Krt5/Mcl-1,6/3/2018,10/4/2018,Female,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,26 Mar'18: Shaved
Confirmed,0996A09,Krt5/Gli1/Gli2,8/4/2018,23/4/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,23 April'18: Harvested Skin for IHC
Confirmed,0996A11,Krt5/Gli1/Gli2,8/4/2018,23/4/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,,Shih Han,23 April'18: Harvested Skin for IHC
Confirmed,0996A13,Krt5/Gli1/Gli2,8/4/2018,23/4/2018,Female,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,23 April'18: Harvested Skin for IHC
Confirmed,0996A14,Krt5/Gli1/Gli2,8/4/2018,23/4/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,23 April'18: Harvested Skin for IHC
N/A,B4 P1-1,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-2,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-3,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-4,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-5,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-6,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-7,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-8,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-9,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-10,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
N/A,B4 P1-11,Krt5/Gli1/Gli2,27/4/2018,28/4/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,28 April'18: Harvest P1 skin
Confirmed,0996B01,Krt5/Gli1/Gli2,14/4/2018,29/4/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Slightly lesser hair,Gli1/Gli2 Project,,Shih Han,29 April'18: Harvested Back Skin for IHC
Confirmed,0996B03,Krt5/Gli1/Gli2,14/4/2018,29/4/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,Naked/ 29 April'18: Harvested Back Skin for IHC
Confirmed,0996B04,Krt5/Gli1/Gli2,14/4/2018,29/4/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,29 April'18: Harvested Back Skin for IHC
Confirmed,0996B05,Krt5/Gli1/Gli2,14/4/2018,29/4/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,,Shih Han,29 April'18: Harvested Back Skin for IHC
On Hold,4882E03,Lgr5/Kai/TOMATO,5/3/2017,2/5/2018,Male,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,27 Mar - 4 Apr'17: 7 days DOX Feed
On Hold,4882E05,Lgr5/Kai/TOMATO,5/3/2017,2/5/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,27 Mar - 4 Apr'17: 7 days DOX Feed
On Hold,4882E07,Lgr5/Kai/TOMATO,5/3/2017,2/5/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,27 Mar - 4 Apr'17: 7 days DOX Feed
On Hold,8463C01,Lgr5/TetO-Neu,9/2/2018,2/5/2018,Female,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,Alex,2 Mar'18: Begin DOX treatment / To be analysed after 2 months of treatment
On Hold,8463C02,Lgr5/TetO-Neu,9/2/2018,2/5/2018,Female,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,Alex,2 Mar'18: Begin DOX treatment / To be analysed after 2 months of treatment
On Hold,8463C18,Lgr5/TetO-Neu,9/2/2018,2/5/2018,Female,"Lgr5(+/+), TetONeu(T/+)",N/A,Liver Tumor Project,,Alex,2 Mar'18: Begin DOX treatment / To be analysed after 2 months of treatment
Confirmed,1458A13,Hogan/Gli1/Gli2,10/4/2018,5/5/2018,Female,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",No hair growth,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 5 May'18: Harvested Skin for IHC
Confirmed,1458A14,Hogan/Gli1/Gli2,10/4/2018,5/5/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",No hair growth,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 5 May'18: Harvested Skin for IHC
Confirmed,1458A17,Hogan/Gli1/Gli2,10/4/2018,9/5/2018,Female,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 9 May'18: Harvested Skin for IHC
Confirmed,1458A18,Hogan/Gli1/Gli2,10/4/2018,9/5/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",Partial hair growth,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 9 May'18: Harvested Skin for IHC
N/A,1325A01,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A02,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A03,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A04,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A05,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A06,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(+/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A07,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A08,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A09,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(+/+), Gli1(KI/+), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
N/A,1325A10,Krt5/Gli1/Gli2,4/5/2018,9/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,9 May'18: Harvested P5 pups
On Hold,9925D02,Lgr5/Kai/TOMATO,13/4/2018,7/5/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,"Dox 20-25 Apr '18 (P7-12); BrdU 50ul on 23,25,27 Apr; 80ul 30 Apr, 2,4, 7 May '18; Harvest Livers for PFA fixation"
On Hold,9925D10,Lgr5/Kai/TOMATO,13/4/2018,7/5/2018,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,"Dox 20-25 Apr '18 (P7-12); BrdU 50ul on 23,25,27 Apr; 80ul 30 Apr, 2,4, 7 May '18; Harvest Livers for PFA fixation"
On Hold,,Gli1-rttA-GFP,12/3/2018,14/5/2018,Female,Gli1(KI/KI),N/A,Liver Tumor Project,,Alex,CCl4-injected- 2ul/gram
On Hold,,Gli1-rttA-GFP,12/3/2018,14/5/2018,Female,Gli1(KI/KI),N/A,Liver Tumor Project,,Alex,CCl4-injected- 2ul/gram
On Hold,,Gli1-rttA-GFP,12/3/2018,14/5/2018,Female,Gli1(KI/KI),N/A,Liver Tumor Project,,Alex,control
Confirmed,1458A19,Hogan/Gli1/Gli2,10/4/2018,14/5/2018,Female,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 14 May'18: Harvested Skin for IHC
Confirmed,1458A20,Hogan/Gli1/Gli2,10/4/2018,14/5/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",Partial hair growth,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 14 May'18: Harvested Skin for IHC
Confirmed,0996B06,Krt5/Gli1/Gli2,14/4/2018,16/5/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,Naked / For FACS Analysis / 16 May'18: Harvested for FACS sorting
Confirmed,0996B07,Krt5/Gli1/Gli2,14/4/2018,16/5/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,For FACS Analysis / 16 May'18: Harvested for FACS sorting
Confirmed,0996B08,Krt5/Gli1/Gli2,14/4/2018,16/5/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,For FACS Analysis / 16 May'18: Harvested for FACS sorting
Confirmed,1458A00,Hogan/Gli1/Gli2,10/4/2018,17/5/2018,Female,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,GFP -ve / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 17 May'18: Harvested skin for IHC
Confirmed,1458A01F,Hogan/Gli1/Gli2,10/4/2018,17/5/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",Partial hair growth,Gli1/Gli2 Project,,Shih Han,GFP -ve  / 30 April'18: Begin TAM/ 2 May'18: Shaved and Waxed / 17 May'18: Harvested skin for IHC
Confirmed,0997A03,Krt5/Gli1/Gli2,20/4/2018,22/5/2018,Female,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,22 May'18: Harvested for Cryosection
Confirmed,0997A04,Krt5/Gli1/Gli2,20/4/2018,22/5/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,22 May'18: Harvested for Cryosection
Confirmed,0997A08,Krt5/Gli1/Gli2,20/4/2018,22/5/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,22 May'18: Harvested for Cryosection
Processing,6438C02,Hogan/Mc1-1,1/7/2017,30/5/2018,Female,"Hogan(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,25 Sept'17: Begin TAM /29 Sept'17: Stop TAM for Weekend/ 2 Oct'17: Begin TAM for 2nd week /6 Oct'17: Stop TAM / 30 May'18: Harvested for PFA and Cryo
Processing,6438C03,Hogan/Mc1-1,1/7/2017,30/5/2018,Female,"Hogan(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,25 Sept'17: Begin TAM /29 Sept'17: Stop TAM for Weekend/ 2 Oct'17: Begin TAM for 2nd week /6 Oct'17: Stop TAM / 30 May'18: Harvested for PFA and Cryo
Processing,7590H04,Hogan/Mc1-1,2/3/2018,30/5/2018,Female,"Hogan(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,21 Mar'18: Begin TAM 28 Mar'18: Stop TAM/ 30 May'18: Harvested for PFA and Cryo
Processing,7590H06,Hogan/Mc1-1,2/3/2018,30/5/2018,Female,"Hogan(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,21 Mar'18: Begin TAM 28 Mar'18: Stop TAM/ 30 May'18: Harvested for PFA and Cryo
Processing,7590H07,Hogan/Mc1-1,2/3/2018,30/5/2018,Female,"Hogan(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,21 Mar'18: Begin TAM 28 Mar'18: Stop TAM/ 30 May'18: Harvested for PFA and Cryo
On Hold,1768A01,Lgr5-rttA-GFP,9/5/2018,30/5/2018,Male,Lgr5(T/+),N/A,Liver Tumor Project,,Alex,P21 liver; Harvested Liver and small intestine
On Hold,1768A02,Lgr5-rttA-GFP,9/5/2018,30/5/2018,Male,Lgr5(T/+),N/A,Liver Tumor Project,,Alex,P21 liver; Harvested Liver and small intestine
On Hold,1768A07,Lgr5-rttA-GFP,9/5/2018,30/5/2018,Female,Lgr5(+/+),N/A,Liver Tumor Project,,Alex,P21 liver; Harvested Liver and small intestine
Confirmed,1325A03,Krt5/Gli1/Gli2,26/5/2018,31/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Shih Han,31 May'18: Harvested Dorsal Skin for PFA
Confirmed,1325A06,Krt5/Gli1/Gli2,26/5/2018,31/5/2018,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,31 May'18: Harvested Dorsal Skin for PFA
Confirmed,1325A08,Krt5/Gli1/Gli2,26/5/2018,31/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,31 May'18: Harvested Dorsal Skin for PFA
Confirmed,1325A09,Krt5/Gli1/Gli2,26/5/2018,31/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,31 May'18: Harvested Dorsal Skin for PFA
Confirmed,1325A10,Krt5/Gli1/Gli2,26/5/2018,31/5/2018,Unknown,"Krt5(T/+), Gli1(KI/+), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,31 May'18: Harvested Dorsal Skin for PFA
Confirmed,0549E01,Krt5/Gli1/Gli2,05-04-2018,06-05-2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,GFP -ve / Keep for FACS / 5 Jun'18: Harvested dorsal skin for PFA and FACS Sorting
Confirmed,0549E02,Krt5/Gli1/Gli2,05-04-2018,06-05-2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,GFP -ve / Keep for FACS / 5 Jun'18: Harvested dorsal skin for PFA and FACS Sorting
Confirmed,0549E03,Krt5/Gli1/Gli2,05-04-2018,06-05-2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,GFP -ve / Keep for FACS / 5 Jun'18: Harvested dorsal skin for PFA and FACS Sorting
"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",0549E04,Krt5/Gli1/Gli2,05-04-2018,06-05-2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,,Shih Han,GFP -ve / Keep for FACS / 5 Jun'18: Harvested dorsal skin for PFA and FACS Sorting
Confirmed,0549E06,Krt5/Gli1/Gli2,05-04-2018,06-05-2018,Male,"Krt5(+/+), Gli1(KI/+), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,,Shih Han,GFP -ve / Keep for FACS / 5 Jun'18: Harvested dorsal skin for PFA and FACS Sorting
